Kernel_id,categary,name,Occupancy %
152,Kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<int, int, bool, at::native::(anonymous namespace)::CompareEqFunctor<int> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<int, int, bool, at::native::(anonymous namespace)::CompareEqFunctor<int> >, at::detail::Array<char*, 2>)",1
153,async_gpu,cudaLaunchKernel,0
154,Runtime,cudaLaunchKernel,0
155,async_gpu,cudaLaunchKernel,0
156,Kernel,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::or_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#24}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::or_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#24}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0
157,async_gpu,cudaLaunchKernel,0
158,Runtime,cudaLaunchKernel,0
159,async_gpu,cudaLaunchKernel,0
160,Memcpy,Memcpy DtoH (Device -> Pageable),0
161,async_gpu,cudaMemcpyAsync,0
162,Runtime,cudaMemcpyAsync,0
163,async_gpu,cudaMemcpyAsync,0
164,Runtime,cudaStreamSynchronize,0
165,Kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}, function_traits<{lambda(long)#1}>::result_type*)",2
166,async_gpu,cudaLaunchKernel,0
167,Runtime,cudaLaunchKernel,0
168,async_gpu,cudaLaunchKernel,0
169,Kernel,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<int, at::native::MinOps<int>, unsigned int, int, 4> >(at::native::ReduceOp<int, at::native::MinOps<int>, unsigned int, int, 4>)",0
170,async_gpu,cudaLaunchKernel,0
171,Runtime,cudaLaunchKernel,0
172,async_gpu,cudaLaunchKernel,0
173,Memcpy,Memcpy DtoH (Device -> Pageable),0
174,async_gpu,cudaMemcpyAsync,0
175,Runtime,cudaMemcpyAsync,0
176,async_gpu,cudaMemcpyAsync,0
177,Runtime,cudaStreamSynchronize,0
178,Kernel,"void dgl::aten::impl::_BinaryElewiseKernel<int, dgl::aten::arith::LT>(int const*, int, int*, long)",2
179,async_gpu,cudaLaunchKernel,0
180,Runtime,cudaLaunchKernel,0
181,async_gpu,cudaLaunchKernel,0
182,Kernel,"void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#22}::operator()() const::{lambda(bool)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast>(int, at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#22}::operator()() const::{lambda(bool)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast)",1
183,async_gpu,cudaLaunchKernel,0
184,Runtime,cudaLaunchKernel,0
185,async_gpu,cudaLaunchKernel,0
186,Kernel,"void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#12}::operator()() const::{lambda(long)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast>(int, at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#12}::operator()() const::{lambda(long)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast)",1
187,async_gpu,cudaLaunchKernel,0
188,Runtime,cudaLaunchKernel,0
189,async_gpu,cudaLaunchKernel,0
190,Kernel,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4>)",0
191,async_gpu,cudaLaunchKernel,0
192,Runtime,cudaLaunchKernel,0
193,async_gpu,cudaLaunchKernel,0
194,Memcpy,Memcpy DtoH (Device -> Pageable),0
195,async_gpu,cudaMemcpyAsync,0
196,Runtime,cudaMemcpyAsync,0
197,async_gpu,cudaMemcpyAsync,0
198,Runtime,cudaStreamSynchronize,0
199,Kernel,"void dgl::aten::impl::_CSRGetRowNNZKernel<int>(int const*, int const*, int*, long)",2
200,async_gpu,cudaLaunchKernel,0
201,Runtime,cudaLaunchKernel,0
202,async_gpu,cudaLaunchKernel,0
203,Kernel,"void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast>(int, at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast)",1
204,async_gpu,cudaLaunchKernel,0
205,Runtime,cudaLaunchKernel,0
206,async_gpu,cudaLaunchKernel,0
207,Kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1
208,async_gpu,cudaLaunchKernel,0
209,Runtime,cudaLaunchKernel,0
210,async_gpu,cudaLaunchKernel,0
211,Kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1
212,async_gpu,cudaLaunchKernel,0
213,Runtime,cudaLaunchKernel,0
214,async_gpu,cudaLaunchKernel,0
215,Kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float> > const&)::{lambda(int)#1})",100
216,async_gpu,cudaLaunchKernel,0
217,Runtime,cudaLaunchKernel,0
218,async_gpu,cudaLaunchKernel,0
219,Runtime,cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,0
220,Runtime,cudaStreamGetCaptureInfo,0
221,Runtime,cudaEventQuery,0
222,Runtime,cudaOccupancyMaxActiveBlocksPerMultiprocessorWithFlags,0
223,Runtime,cudaFuncSetAttribute,0
224,Runtime,cudaFuncSetAttribute,0
225,Kernel,void cutlass::Kernel<cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align1>(cutlass_80_tensorop_s1688gemm_64x128_32x3_nn_align1::Params),0
226,async_gpu,cudaLaunchKernel,0
227,Runtime,cudaLaunchKernel,0
228,async_gpu,cudaLaunchKernel,0
229,Kernel,"void splitKreduce_kernel<float, float, float, float, true, false>(cublasSplitKParams<float>, float const*, float const*, float*, float const*, float const*, float const*, void*, long, float*, int*)",69
230,async_gpu,cudaLaunchKernel,0
231,Runtime,cudaLaunchKernel,0
232,async_gpu,cudaLaunchKernel,0
233,Runtime,cudaStreamGetCaptureInfo,0
234,Runtime,cudaStreamGetCaptureInfo,0
235,Runtime,cudaStreamGetCaptureInfo,0
236,Runtime,cudaEventRecord,0
237,Kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, at::detail::Array<char*, 1> >(int, at::native::FillFunctor<float>, at::detail::Array<char*, 1>)",9
238,async_gpu,cudaLaunchKernel,0
239,Runtime,cudaLaunchKernel,0
240,async_gpu,cudaLaunchKernel,0
241,Kernel,"void dgl::cuda::_FillKernel<float>(float*, unsigned long, float)",11
242,async_gpu,cudaLaunchKernel,0
243,Runtime,cudaLaunchKernel,0
244,async_gpu,cudaLaunchKernel,0
245,Kernel,"void cusparse::matrix_scalar_multiply_kernel<cusparse::MatrixWiseMulPolicy, true, long, float, float>(long, long, long, cusparse::KernelCoeff<float>, float*)",69
246,async_gpu,cudaLaunchKernel,0
247,Runtime,cudaLaunchKernel,0
248,async_gpu,cudaLaunchKernel,0
249,Kernel,"void cusparse::partition_kernel<128, int, int>(int const*, int, int, int, int, int*)",1
250,async_gpu,cudaLaunchKernel,0
251,Runtime,cudaLaunchKernel,0
252,async_gpu,cudaLaunchKernel,0
253,Kernel,"void cusparse::csrmm_v2_kernel<cusparse::CsrMMPolicy<int, float, float, float>, false, false, false, int, int, int, int, float, float, float>(int, int, int, int, int, int, cusparse::KernelCoeffs<float>, int, int, int const*, int const*, int const*, float const*, long, float const*, int, long, float*, int, long)",14
254,async_gpu,cudaLaunchKernel,0
255,Runtime,cudaLaunchKernel,0
256,async_gpu,cudaLaunchKernel,0
257,Kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}, function_traits<{lambda(long)#1}>::result_type*)",2
258,async_gpu,cudaLaunchKernel,0
259,Runtime,cudaLaunchKernel,0
260,async_gpu,cudaLaunchKernel,0
261,Kernel,"void dgl::aten::impl::_CSRGetRowNNZKernel<int>(int const*, int const*, int*, long)",2
262,async_gpu,cudaLaunchKernel,0
263,Runtime,cudaLaunchKernel,0
264,async_gpu,cudaLaunchKernel,0
265,Kernel,"void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast>(int, at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast)",1
266,async_gpu,cudaLaunchKernel,0
267,Runtime,cudaLaunchKernel,0
268,async_gpu,cudaLaunchKernel,0
269,Kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1
270,async_gpu,cudaLaunchKernel,0
271,Runtime,cudaLaunchKernel,0
272,async_gpu,cudaLaunchKernel,0
273,Kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase&)::{lambda()#1}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",1
274,async_gpu,cudaLaunchKernel,0
275,Runtime,cudaLaunchKernel,0
276,async_gpu,cudaLaunchKernel,0
277,Kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::MulFunctor<float> > const&)::{lambda(int)#1})",17
278,async_gpu,cudaLaunchKernel,0
279,Runtime,cudaLaunchKernel,0
280,async_gpu,cudaLaunchKernel,0
281,Kernel,"void at::native::elementwise_kernel<128, 2, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float> > const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float> > >(at::TensorIteratorBase&, at::native::BinaryFunctor<float, float, float, at::native::AddFunctor<float> > const&)::{lambda(int)#1})",17
282,async_gpu,cudaLaunchKernel,0
283,Runtime,cudaLaunchKernel,0
284,async_gpu,cudaLaunchKernel,0
285,Kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::launch_clamp_scalar(at::TensorIteratorBase&, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::{lambda()#1}::operator()() const::{lambda()#8}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)",9
286,async_gpu,cudaLaunchKernel,0
287,Runtime,cudaLaunchKernel,0
288,async_gpu,cudaLaunchKernel,0
289,Kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}, function_traits<{lambda(long)#1}>::result_type*)",2
290,async_gpu,cudaLaunchKernel,0
291,Runtime,cudaLaunchKernel,0
292,async_gpu,cudaLaunchKernel,0
293,Kernel,"void dgl::aten::impl::_CSRGetRowNNZKernel<int>(int const*, int const*, int*, long)",2
294,async_gpu,cudaLaunchKernel,0
295,Runtime,cudaLaunchKernel,0
296,async_gpu,cudaLaunchKernel,0
297,Kernel,"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<int, int, bool, at::native::(anonymous namespace)::CompareEqFunctor<int> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<int, int, bool, at::native::(anonymous namespace)::CompareEqFunctor<int> >, at::detail::Array<char*, 2>)",1
298,async_gpu,cudaLaunchKernel,0
299,Runtime,cudaLaunchKernel,0
300,async_gpu,cudaLaunchKernel,0
301,Kernel,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::or_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#24}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4> >(at::native::ReduceOp<bool, at::native::func_wrapper_t<bool, at::native::or_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#24}::operator()() const::{lambda(bool, bool)#1}>, unsigned int, bool, 4>)",0
302,async_gpu,cudaLaunchKernel,0
303,Runtime,cudaLaunchKernel,0
304,async_gpu,cudaLaunchKernel,0
305,Memcpy,Memcpy DtoH (Device -> Pageable),0
306,async_gpu,cudaMemcpyAsync,0
307,Runtime,cudaMemcpyAsync,0
308,async_gpu,cudaMemcpyAsync,0
309,Runtime,cudaStreamSynchronize,0
310,Kernel,"void (anonymous namespace)::elementwise_kernel_with_index<int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}>(int, at::native::arange_cuda_out(c10::Scalar const&, c10::Scalar const&, c10::Scalar const&, at::Tensor&)::{lambda()#1}::operator()() const::{lambda()#10}::operator()() const::{lambda(long)#1}, function_traits<{lambda(long)#1}>::result_type*)",2
311,async_gpu,cudaLaunchKernel,0
312,Runtime,cudaLaunchKernel,0
313,async_gpu,cudaLaunchKernel,0
314,Kernel,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<int, at::native::MinOps<int>, unsigned int, int, 4> >(at::native::ReduceOp<int, at::native::MinOps<int>, unsigned int, int, 4>)",0
315,async_gpu,cudaLaunchKernel,0
316,Runtime,cudaLaunchKernel,0
317,async_gpu,cudaLaunchKernel,0
318,Memcpy,Memcpy DtoH (Device -> Pageable),0
319,async_gpu,cudaMemcpyAsync,0
320,Runtime,cudaMemcpyAsync,0
321,async_gpu,cudaMemcpyAsync,0
322,Runtime,cudaStreamSynchronize,0
323,Kernel,"void dgl::aten::impl::_BinaryElewiseKernel<int, dgl::aten::arith::LT>(int const*, int, int*, long)",2
324,async_gpu,cudaLaunchKernel,0
325,Runtime,cudaLaunchKernel,0
326,async_gpu,cudaLaunchKernel,0
327,Kernel,"void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#22}::operator()() const::{lambda(bool)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast>(int, at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#22}::operator()() const::{lambda(bool)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast)",1
328,async_gpu,cudaLaunchKernel,0
329,Runtime,cudaLaunchKernel,0
330,async_gpu,cudaLaunchKernel,0
331,Kernel,"void at::native::unrolled_elementwise_kernel<at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#12}::operator()() const::{lambda(long)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast>(int, at::native::(anonymous namespace)::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#2}::operator()() const::{lambda()#12}::operator()() const::{lambda(long)#1}, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, char*, at::native::memory::LoadWithCast<1>, at::detail::Array<char*, 2>::StoreWithCast)",1
332,async_gpu,cudaLaunchKernel,0
333,Runtime,cudaLaunchKernel,0
334,async_gpu,cudaLaunchKernel,0
335,Kernel,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#1}>, unsigned int, long, 4>)",0
336,async_gpu,cudaLaunchKernel,0
337,Runtime,cudaLaunchKernel,0
338,async_gpu,cudaLaunchKernel,0
339,Memcpy,Memcpy DtoH (Device -> Pageable),0
340,async_gpu,cudaMemcpyAsync,0
341,Runtime,cudaMemcpyAsync,0
342,async_gpu,cudaMemcpyAsync,0
343,Runtime,cudaStreamSynchronize,0
344,Kernel,"void dgl::aten::impl::_CSRGetRowNNZKernel<int>(int const*, int const*, int*, long)",2
345,async_gpu,cudaLaunchKernel,0
346,Runtime,cudaLaunchKernel,0
347,async_gpu,cudaLaunchKernel,0
